1858,1
1859,10
1872,12
1879,7
1884,3
1887,1
1889,2
1892,5
1907,12
1910,11
1912,15
1918,9
1922,1
1923,7
1927,8
1928,1
1933,4
1935,4
1938,13
1939,8
1947,12
1950,13
1952,8
1968,7
1970,7
1977,3
1978,6
1981,13
1985,13
1986,3
1987,14
1992,4
1996,15
2000,2
2001,15
2004,5
2007,5
2008,1
2009,15
2013,4
2017,7
2018,15
2026,9
2032,5
2033,4
2034,5
2036,12
2045,2
2049,11
2056,15
2057,5
2069,8
2072,14
2078,10
2080,9
2082,10
2089,1
2090,5
2096,9
2101,13
2102,4
2106,8
2120,6
2133,3
2139,6
2141,14
2151,12
2153,11
2155,8
2157,10
2164,11
2165,5
2166,3
2167,3
2174,7
2178,15
2181,11
2183,3
2185,15
2189,7
2199,8
2201,1
2205,4
2209,6
2213,7
2214,1
2216,5
2217,11
2220,1
2222,9
2228,13
2236,14
2242,4
2244,6
2254,10
2257,10
2267,2
2268,2
2277,9
2283,13
2284,13
2288,1
2292,12
2294,8
2295,8
2304,10
2306,7
2308,10
2310,5
2317,7
2321,8
2324,5
2328,6
2331,3
2334,2
2338,11
2341,7
2343,5
2348,15
2351,11
2358,11
2366,3
2383,6
2389,1
2395,11
2398,5
2400,3
2402,11
2403,5
2406,8
2409,8
2410,14
2413,12
2417,13
2420,5
2422,1
2423,1
2429,9
2448,1
2455,14
2462,11
2464,10
2467,3
2489,1
2500,11
2506,8
2508,11
2513,8
2514,7
2519,1
2520,8
2526,10
2528,4
2529,5
2532,9
2536,7
2537,6
2540,1
2541,3
2544,9
2546,1
2554,2
2556,14
2559,11
2561,8
2565,4
2566,9
2567,11
2569,8
2576,1
2579,7
2580,1
2583,4
2584,4
2588,6
2601,8
2604,14
2608,15
2625,10
2633,3
2637,14
2638,6
2642,15
2643,15
2649,2
2651,15
2657,11
2659,9
2663,13
2665,14
2674,2
2698,7
2700,3
2703,14
2708,5
2710,4
2712,5
2717,14
2726,15
2736,11
2737,2
2742,9
2747,12
2755,8
2760,13
2763,9
2764,4
2769,9
2778,14
2784,6
2791,13
2792,6
2795,7
2798,6
2804,7
2807,13
2808,15
2815,5
2819,1
2831,6
2836,12
2838,12
2840,2
2841,12
2846,6
2856,13
2858,1
2867,3
2868,12
2876,1
2877,9
2881,11
2882,8
2887,8
2888,7
2890,14
2897,4
2904,14
2907,10
2909,5
2913,15
2915,3
2917,6
2919,6
2924,15
2927,10
2933,3
2937,8
2938,12
2943,5
2948,8
2951,2
2953,3
2954,7
2955,12
2957,11
2958,13
2964,3
2969,7
2974,4
2980,4
2983,3
2988,1
2993,14
3001,13
3011,4
3013,6
3014,13
3016,10
3018,12
3021,5
3023,14
3024,15
3028,15
3035,8
3036,9
3048,8
3049,13
3052,6
3053,10
3054,9
3055,6
3061,3
3063,9
3072,11
3073,13
3077,8
3079,5
3081,13
3082,11
3083,6
3084,8
3086,5
3098,14
3099,5
3100,9
3102,7
3104,9
3105,11
3106,15
3112,2
3124,2
3125,12
3127,8
3128,9
3129,3
3130,1
3147,9
3150,12
3161,4
3163,2
3169,7
3173,9
3175,14
3185,10
3186,2
3191,3
3194,1
3195,9
3197,8
3201,7
3217,1
3226,8
3227,10
3228,15
3241,6
3244,10
3262,2
3269,4
3271,4
3274,5
3279,11
3282,5
3290,8
3296,11
3297,8
3306,12
3312,2
3324,6
3325,6
3329,3
3331,11
3332,2
3338,15
3340,4
3341,13
3343,8
3345,3
3348,8
3352,12
3356,14
3357,5
3364,5
3365,13
3366,3
3373,14
3375,8
3379,6
3380,9
3382,14
3384,3
3389,5
3399,9
3402,6
3411,1
3413,6
3417,6
3425,2
3431,5
3432,1
3438,12
3446,1
3449,13
3450,8
3451,6
3453,4
3456,13
3472,11
3474,14
3479,6
3480,9
3481,5
3487,3
3489,7
3490,9
3496,12
3500,8
3505,9
3506,3
3507,11
3511,10
3512,10
3513,5
3515,15
3516,15
3523,8
3525,4
3527,2
3531,8
3535,14
3538,7
3544,9
3546,10
3547,9
3550,11
3551,5
3556,4
3559,10
3564,7
3569,15
3573,3
3592,8
3593,7
3600,3
3614,15
3619,10
3631,6
3635,13
3636,11
3651,11
3666,2
3669,7
3670,15
3672,13
3674,12
3675,15
3676,9
3689,8
3690,12
3697,15
3698,4
3699,8
3704,13
3716,2
3723,14
3725,15
3727,6
3729,2
3733,3
3734,5
3740,4
3745,6
3746,12
3748,5
3755,15
3756,9
3757,7
3759,8
3760,5
3764,7
3769,6
3770,6
3771,5
3773,10
3774,1
3780,5
3781,15
3783,8
3784,15
3800,11
3801,15
3810,1
3815,6
3816,1
3821,12
3822,6
3823,2
3825,8
3828,1
3829,2
3842,7
3849,1
3850,5
3852,9
3854,1
3856,15
3857,7
3859,9
3868,4
3869,15
3876,9
3885,14
3887,7
3888,7
3890,13
3899,10
3902,13
3903,14
3904,11
3905,12
3906,5
3913,15
3914,6
3917,3
3919,9
3922,2
3923,12
3933,13
3938,13
3940,14
3943,3
3945,9
3949,6
3956,12
3960,6
3962,2
3966,7
3973,4
3974,5
3975,2
3976,4
3977,3
3979,9
3981,4
3982,10
3983,1
3984,2
3985,4
3992,6
3994,9
3997,4
4002,6
4003,4
4006,9
4011,15
4021,5
4022,14
4025,2
4026,8
4028,5
4032,4
4041,8
4042,5
4043,3
4059,7
4060,4
4063,6
4064,3
4065,11
4068,14
4069,2
4074,14
4079,3
4084,2
4096,7
4100,15
4110,15
4115,11
4126,7
4127,12
4129,14
4132,13
4144,8
4149,1
4154,11
4157,9
4158,14
4162,2
4163,2
4167,13
4168,15
4169,14
4171,11
4172,5
4175,8
4177,14
4178,8
4183,4
4184,15
4189,4
4191,4
4192,7
4199,12
4207,10
4213,7
4219,11
4224,10
4226,13
4228,9
4231,8
4235,10
4237,6
4247,6
4248,7
4250,1
4255,14
4257,1
4261,13
4270,8
4272,15
4286,6
4292,3
4294,14
4309,5
4313,13
4315,11
4318,9
4319,2
4325,6
4326,10
4329,10
4332,15
4334,6
4338,6
4343,9
4346,5
4347,15
4349,10
4359,4
4361,9
4363,11
4370,13
4372,3
4373,5
4378,13
4392,9
4393,12
4396,4
4406,1
4411,2
4415,1
4426,13
4429,13
4431,8
4435,12
4442,13
4450,7
4452,12
4458,12
4464,3
4467,6
4477,3
4478,2
4483,15
4484,1
4486,4
4498,11
4502,14
4517,12
4521,10
4529,11
4530,8
4537,14
4540,12
4541,7
4544,13
4558,13
4575,15
4582,5
4589,8
4590,7
4593,5
4595,8
4605,13
4606,9
4607,2
4608,9
4612,1
4613,6
4616,6
4617,10
4618,2
4624,14
4628,12
4631,13
4636,15
4637,7
4638,3
4639,11
4644,10
4646,5
4654,6
4655,1
4656,7
4659,2
4666,4
4669,11
4673,14
4675,14
4681,10
4689,11
4706,4
4711,9
4713,14
4714,12
4716,11
4724,12
4736,10
4739,5
4746,8
4748,7
4750,9
4751,2
4752,7
4758,15
4765,14
4768,10
4770,8
4783,9
4785,11
4789,1
4790,6
4792,12
4793,6
4795,14
4797,5
4807,6
4812,6
4817,10
4821,6
4825,4
4827,11
4828,10
4829,8
4835,12
4839,12
4845,13
4850,12
4856,10
4867,11
4869,9
4875,8
4878,12
4881,2
4886,4
4887,7
4890,4
4899,9
4900,4
4905,7
4906,15
4907,15
4911,6
4913,7
4924,1
4926,3
4928,8
4936,5
4937,14
4939,1
4940,4
4950,2
4971,5
4972,2
4979,5
4981,5
4985,1
4988,8
4989,6
4996,13
4998,15
4999,13
5000,10
5002,5
5003,14
5014,14
5017,15
5018,9
5020,3
5021,12
5023,11
5027,7
5028,10
5037,9
5041,1
5045,10
5046,5
5048,9
5054,10
5059,9
5064,11
5070,12
5073,10
5077,14
5081,12
5089,4
5090,14
5091,9
5099,11
5100,12
5102,8
5104,12
5110,8
5114,11
5115,6
5123,2
5129,13
5137,5
5145,13
5152,9
5154,13
5155,6
5162,15
5164,8
5168,11
5173,6
5174,2
5180,3
5185,14
5188,10
5191,13
5193,1
5194,14
5195,6
5201,5
5203,6
5204,7
5205,15
5208,12
5209,8
5210,8
5219,6
5239,6
5240,2
5244,1
5259,8
5260,4
5263,3
5268,13
5269,7
5270,14
5278,9
5281,14
5284,11
5290,5
5295,13
5296,13
5304,1
5313,3
5314,8
5317,14
5318,10
5325,1
5326,15
5327,7
5333,2
5343,5
5362,1
5364,11
5370,14
5374,7
5377,3
5379,4
5380,8
5383,12
5384,8
5385,6
5391,6
5414,1
5418,2
5420,5
5431,6
5432,14
5434,1
5436,12
5439,7
5440,13
5443,14
5445,2
5446,7
5450,11
5457,5
5459,5
5462,14
5467,6
5482,2
5483,3
5488,12
5489,4
5490,9
5492,7
5494,10
5497,11
5499,13
5506,14
5508,14
5510,3
5511,7
5517,10
5523,3
5528,12
5531,12
5532,5
5533,4
5536,2
5537,7
5549,11
5555,11
5561,1
5562,15
5568,15
5569,6
5572,1
5574,13
5576,14
5579,15
5585,13
5586,15
5591,4
5597,8
5603,9
5611,8
5619,9
5623,2
5624,14
5629,10
5631,8
5634,4
5637,15
5638,11
5642,15
5644,3
5648,2
5649,6
5652,7
5653,4
5657,11
5659,12
5662,13
5664,3
5670,2
5676,7
5682,2
5685,13
5690,1
5695,7
5696,8
5704,9
5711,6
5714,2
5723,12
5724,13
5725,7
5726,8
5727,12
5728,14
5738,6
5742,15
5747,10
5748,10
5749,5
5755,4
5768,14
5770,14
5773,7
5778,13
5784,2
5793,3
5799,15
5801,2
5803,7
5813,15
5815,9
5817,12
5820,1
5821,4
5829,2
5836,11
5838,15
5840,14
5845,6
5856,4
5861,4
5864,15
5871,10
5873,4
5875,3
5877,3
5882,5
5884,4
5885,4
5886,15
5892,11
5895,8
5903,15
5906,11
5907,10
5912,2
5913,8
5915,2
5916,11
5921,13
5925,12
5927,6
5950,10
5954,6
5955,13
5957,7
5958,2
5959,12
5965,6
5966,7
5967,3
5968,2
5969,1
5972,12
5978,2
5980,6
5982,3
5983,2
5984,10
5988,11
5993,1
5997,13
6000,1
6001,14
6008,12
6010,14
6011,2
6014,6
6016,11
6021,11
6022,7
6024,11
6027,2
6034,3
6038,12
6041,1
6043,3
6045,13
6048,10
6049,10
6052,11
6056,12
6060,11
6072,4
6075,9
6076,11
6077,10
6084,6
6087,14
6092,11
6094,12
6098,4
6103,1
6106,7
6108,14
6112,6
6113,12
6114,15
6117,4
6119,5
6122,2
6124,3
6126,15
6129,9
6133,14
6136,13
6137,1
6142,9
6144,5
6150,11
6160,6
6161,2
6171,10
6176,15
6178,8
6182,6
6184,3
6187,3
6200,2
6202,1
6205,3
6207,5
6212,2
6215,6
6222,13
6224,11
6230,9
6239,4
6245,2
6246,4
6255,1
6256,7
6266,7
6270,7
6274,3
6276,1
6278,4
6283,10
6287,6
6288,6
6290,2
6295,13
6298,11
6302,9
6307,1
6309,12
6320,15
6325,1
6343,7
6351,1
6353,9
6358,14
6362,3
6367,7
6371,3
6377,3
6379,8
6380,10
6381,1
6382,6
6386,11
6387,2
6389,12
6393,10
6396,4
6399,13
6400,11
6405,13
6407,13
6415,2
6416,10
6417,2
6428,11
6432,15
6435,4
6445,4
6449,8
6453,9
6463,2
6465,10
6467,11
6473,10
6474,12
6475,11
6479,9
6481,1
6491,2
6501,6
6505,4
6509,10
6511,11
6514,13
6515,13
6520,5
6521,6
6523,4
6524,4
6525,15
6527,3
6532,9
6533,12
6536,3
6539,3
6541,15
6548,8
6549,4
6553,8
6557,4
6561,5
6562,3
6567,9
6572,8
6574,9
6579,12
6585,7
6588,5
6597,4
6606,1
6612,12
6615,14
6618,7
6632,12
6635,13
6638,13
6643,5
6645,15
6646,6
6653,1
6654,8
6656,12
6659,3
6663,6
6665,2
6673,7
6681,5
6682,7
6683,15
6685,14
6698,2
6702,3
6703,13
6705,5
6707,4
6714,6
6718,6
6729,3
6730,4
6731,13
6738,15
6739,6
6745,6
6748,6
6762,3
6763,7
6765,1
6766,1
6776,1
6777,7
6780,15
6782,9
6786,8
6788,13
6792,14
6804,10
6812,8
6813,2
6815,13
6818,5
6822,10
6827,8
6832,3
6833,8
6838,10
6840,11
6856,13
6857,10
6859,7
6868,7
6875,1
6880,9
6883,14
6889,15
6891,13
6893,6
6901,3
6902,14
6908,15
6911,13
6912,8
6916,12
6925,13
6930,9
6931,13
6933,5
6935,10
6939,5
6942,6
6946,6
6951,8
6952,6
6959,13
6960,6
6964,6
6967,9
6968,9
6970,7
6973,9
6974,9
6983,3
6984,13
6991,9
6992,12
6995,8
6999,12
7000,13
7001,15
7002,1
7005,6
7008,8
7009,4
7011,11
7012,2
7015,14
7018,11
7019,5
7020,6
7024,3
7026,11
7034,1
7035,6
7041,9
7042,2
7044,12
7047,7
7049,10
7055,13
7056,2
7058,7
7059,15
7062,10
7064,8
7083,5
7084,14
7087,7
7089,12
7091,10
7092,12
7093,13
7095,14
7102,10
7104,8
7105,3
7107,6
7108,7
7120,3
7122,13
7124,12
7136,14
7139,1
7142,15
7143,11
7147,9
7152,3
7157,11
7159,9
7165,1
7167,8
7171,9
7178,2
7184,10
7186,1
7188,2
7190,4
7191,6
7192,11
7193,12
7195,15
7198,3
7203,7
7210,4
7212,7
7217,9
7218,14
7221,8
7225,9
7230,6
7231,1
7232,6
7236,6
7244,9
7248,14
7254,4
7256,9
7260,8
7261,10
7265,12
7268,11
7270,6
7275,1
7279,14
7281,12
7284,7
7293,5
7295,8
7312,15
7314,9
7319,5
7322,5
7337,2
7347,2
7348,11
7350,5
7353,15
7357,15
7361,8
7363,5
7366,7
7369,13
7372,14
7375,7
7380,8
7381,11
7384,15
7386,1
7389,9
7393,6
7396,9
7399,3
7406,13
7413,2
7414,12
7417,9
7421,4
7423,2
7424,5
7433,10
7436,11
7437,9
7447,3
7448,9
7449,15
7450,12
7454,8
7457,13
7458,8
7459,8
7460,13
7463,9
7464,7
7479,5
7481,10
7485,15
7487,13
7495,14
7496,11
7499,5
7500,5
7502,8
7503,3
7508,10
7516,2
7518,1
7520,8
7523,15
7531,9
7542,10
7550,8
7562,1
7565,11
7575,6
7581,5
7585,6
7587,4
7588,15
7590,7
7591,1
7592,11
7593,12
7600,5
7606,10
7607,2
7616,1
7617,15
7621,8
7626,7
7628,3
7630,4
7638,11
7649,11
7655,10
7661,14
7669,9
7675,6
7677,4
7679,4
7681,14
7682,7
7683,12
7688,5
7691,11
7694,2
7697,8
7698,13
7699,1
7700,5
7702,2
7703,8
7705,11
7706,7
7709,13
7716,4
7720,6
7721,14
7722,12
7729,12
7736,9
7749,11
7753,7
7757,4
7760,4
7768,10
7770,5
7772,9
7775,12
7777,11
7778,13
7784,13
7788,7
7789,12
7791,13
7793,9
7796,9
7797,1
7803,7
7805,12
7811,4
7812,14
7814,9
7815,11
7819,3
7821,11
7828,9
7836,5
7846,13
7857,14
7858,10
7860,4
7862,4
7866,8
7873,5
7876,3
7880,11
7884,6
7888,3
7891,15
7894,15
7898,7
7900,2
7903,3
7909,7
7913,4
7916,11
7918,4
7919,13
7935,2
7958,8
7959,10
7960,7
7962,12
7975,10
7979,9
7980,10
7981,11
7984,14
7989,10
7990,10
7998,1
7999,13
8001,14
8010,2
8015,13
8017,6
8021,13
8026,13
8028,11
8029,2
8030,15
8032,4
8035,9
8036,10
8037,7
8050,8
8052,12
8062,4
8063,4
8071,8
8072,10
8073,12
8076,11
8077,6
8079,9
8081,13
8082,12
8083,10
8085,1
8093,8
8094,12
8095,1
8106,8
8112,7
8117,15
8118,8
8119,14
8121,13
8128,1
8134,3
8136,15
8145,4
8147,3
8148,6
8153,10
8156,1
8158,8
8160,14
8163,8
8166,3
8172,13
8175,3
8178,15
8180,15
8181,1
8182,9
8191,8
8192,15
8195,13
8201,7
8209,14
8225,8
8227,11
8236,9
8238,9
8239,8
8243,14
8247,9
8249,14
8254,2
8259,15
8260,5
8269,12
8272,9
8273,14
8282,7
8288,1
8293,12
8294,3
8295,12
8297,12
8298,7
8307,3
8314,4
8316,5
8326,7
8336,11
8338,2
8339,13
8344,3
8359,6
8360,6
8365,7
8369,15
8374,8
8387,3
8389,13
8398,7
8408,8
8411,13
8415,15
8416,14
8417,15
8419,2
8424,12
8437,14
8438,13
8440,13
8444,2
8446,10
8448,7
8452,7
8454,14
8460,6
8464,12
8465,14
8474,6
8475,2
8476,4
8482,7
8483,4
8487,7
8491,14
8494,13
8498,8
8499,3
8504,14
8506,11
8508,3
8512,14
8516,2
8521,2
8527,5
8531,13
8541,10
8544,10
8552,9
8554,12
8555,9
8559,11
8560,11
8566,14
8570,5
8573,15
8574,10
8580,14
8582,15
8588,14
8589,12
8590,12
8592,10
8595,9
8599,6
8601,8
8605,12
8609,6
8628,10
8635,8
8636,4
8638,7
8639,3
8644,2
8645,8
8647,15
8648,6
8655,3
8658,10
8659,1
8668,11
8669,5
8670,9
8676,12
8680,1
8685,3
8686,8
8688,2
8695,13
8697,9
8699,10
8706,13
8719,14
8721,15
8723,11
8724,4
8726,10
8728,3
8729,4
8730,2
8732,13
8736,2
8741,9
8747,13
8748,12
8750,10
8751,2
8752,1
8754,10
8755,14
8763,8
8770,1
8774,4
8777,2
8780,12
8790,9
8793,12
8794,4
8798,12
8803,6
8804,13
8806,5
8807,14
8814,7
8817,4
8822,14
8823,12
8825,15
8831,1
8834,13
8835,2
8840,1
8842,11
8850,7
8851,6
8852,6
8856,1
8865,2
8867,15
8868,10
8875,3
8877,13
8880,7
8888,10
8889,8
8890,10
8896,6
8900,11
8902,8
8903,2
8908,3
8911,7
8914,9
8917,8
8920,15
8928,6
8935,6
8937,8
8944,2
8947,4
8950,10
8954,8
8958,1
8966,13
8979,14
8980,7
8981,11
8983,2
8987,15
8993,9
8997,1
9000,9
9003,13
9011,7
9013,8
9014,2
9015,14
9025,8
9028,10
9031,3
9038,9
9047,2
9048,9
9050,5
9051,1
9055,14
9056,6
9058,4
9062,3
9065,12
9067,2
9068,7
9069,14
9071,2
9072,4
9078,2
9083,3
9085,9
9104,8
9113,4
9118,3
9119,14
9121,3
9127,15
9132,5
9134,11
9135,1
9150,9
9154,15
9162,13
9163,9
9165,12
9168,15
9174,12
9175,2
9178,10
9183,7
9185,1
9191,8
9195,11
9199,3
9202,15
9204,2
9206,11
9214,14
9220,3
9226,14
9235,4
9240,14
9241,1
9244,13
9245,3
9247,1
9252,4
9253,13
9267,13
9281,3
9284,14
9288,13
9290,15
9293,1
9296,3
9297,5
9315,9
9320,2
9322,5
9324,15
9325,5
9326,11
9328,8
9329,12
9332,5
9337,8
9341,13
9350,3
9352,6
9359,6
9368,14
9369,4
9378,9
9380,6
9385,3
9387,14
9388,5
9398,5
9399,4
9403,11
9409,4
9414,11
9415,13
9429,2
9431,2
9437,3
9438,8
9440,8
9447,13
9448,5
9452,13
9464,15
9472,6
9473,7
9481,11
9485,3
9486,9
9492,3
9494,2
9501,2
9503,15
9508,15
9509,7
9511,15
9512,14
9516,7
9517,9
9526,6
9527,15
9529,8
9538,5
9540,5
9542,6
9543,4
9546,7
9549,11
9559,5
9560,11
9561,5
9562,15
9563,1
9566,7
9569,9
9570,9
9577,5
9581,15
9585,10
9588,1
9589,12
9595,6
9597,9
9599,9
9600,6
9602,12
9608,9
9610,9
9612,8
9618,11
9623,2
9624,7
9629,7
9641,15
9642,4
9648,9
9655,15
9661,4
9667,6
9672,2
9680,13
9692,9
9695,15
9697,15
9698,7
9703,5
9704,2
9716,8
9719,8
9726,14
9730,6
9732,2
9739,12
9742,11
9743,15
9745,5
9747,3
9767,7
9771,3
9774,1
9777,4
9779,3
9780,15
9789,14
9792,12
9793,12
9796,2
9797,4
9798,10
9812,15
9813,11
9814,7
9815,1
9817,15
9820,4
9835,6
9836,4
9839,6
9840,7
9843,9
9845,6
9850,8
9859,3
9864,5
9866,12
9868,2
9870,12
9872,11
9877,10
9882,1
9885,12
9891,2
9892,14
9895,5
9901,9
9904,12
9918,5
9920,6
9922,3
9928,10
9929,11
9935,4
9936,4
9938,10
9941,15
9949,2
9952,12
9958,7
9968,10
9972,4
9974,14
9980,2
9992,15
9993,8
9994,8
10000,8
10002,1
10006,1
10008,7
10010,7
10013,15
10016,12
10020,15
10022,2
10023,4
10024,8
10026,3
10030,9
10031,5
10034,5
10041,8
10043,11
10049,6
10061,15
10068,7
10077,2
10078,15
10082,9
10085,1
10087,1
10093,15
10097,11
10098,14
10099,2
10100,13
10103,1
10105,15
10115,2
10118,13
10122,5
10127,15
10134,5
10136,2
10138,13
10139,1
10140,5
10146,7
10147,13
10148,1
10149,1
10158,13
10159,12
10161,15
10162,15
10164,2
10167,2
10169,8
10176,2
10177,10
10178,3
10181,13
10183,5
10186,4
10189,5
10203,5
10204,9
10205,11
10209,14
10211,11
10212,6
10213,5
10217,2
10224,8
10227,13
10228,13
10229,10
10232,4
10241,12
10245,8
10247,6
10250,9
10259,2
10262,9
10263,14
10264,7
10267,10
10268,7
10274,14
10277,3
10280,5
10284,10
10286,10
10288,11
10295,12
10297,13
10300,2
10301,6
10304,8
10309,12
10310,4
10312,13
10314,12
10315,2
10316,1
10320,7
10325,2
10328,4
10330,9
10331,9
10332,4
10339,5
10343,9
10347,9
10352,7
10363,5
10364,9
10367,14
10372,4
10374,7
10378,4
10379,15
10383,4
10384,2
10395,2
10397,12
10402,4
10405,13
10407,10
10408,12
10414,11
10415,9
10417,6
10419,10
10421,1
10422,1
10423,6
10424,7
10434,4
10437,9
10444,14
10451,13
10455,11
10457,12
10458,2
10461,2
10464,8
10473,11
10478,5
10479,6
10480,11
10481,6
10491,8
10494,9
10501,13
10504,2
10505,6
10506,15
10507,1
10510,2
10514,1
10515,2
10516,8
10519,1
10522,14
10523,14
10529,12
10539,4
10542,5
10543,13
10544,10
10549,5
10553,11
10555,3
10560,6
10563,7
10565,9
10568,6
10571,11
10573,3
10578,7
10579,14
10580,7
10581,1
10587,5
10589,11
10590,2
10593,12
10599,12
10600,8
10601,5
10603,3
10609,15
10612,12
10613,2
10615,12
10616,9
10620,1
10621,8
10623,1
10625,13
10626,15
10627,13
10629,11
10631,7
10634,4
10635,6
10637,12
10640,1
10641,10
10648,9
10654,9
10656,14
10660,13
10665,9
10667,5
10671,12
10672,8
10674,6
10676,13
10680,5
10686,5
10687,12
10690,15
10694,10
10695,6
10696,7
10703,3
10706,15
10712,6
10713,13
10719,6
10724,1
10726,10
10728,13
10736,12
10741,8
10743,9
10745,14
10748,14
10754,10
10757,5
10758,1
10760,14
10765,1
10766,6
10769,8
10772,4
10776,8
10781,7
10782,8
10788,14
10789,6
10795,15
10798,14
10800,10
10804,9
10805,5
10807,4
10808,1
10811,15
10813,7
10814,9
10821,15
10828,6
10831,4
10834,7
10848,14
10851,15
10853,1
10863,5
10868,3
10869,2
10875,12
10883,2
10884,10
10892,9
10893,6
10894,7
10897,10
10898,12
10903,2
10904,12
10915,8
10920,3
10929,10
10938,1
10939,10
10942,9
10957,9
10960,3
10961,12
10986,15
10987,13
10989,2
10990,11
10991,13
10992,4
10995,14
10999,15
11000,3
11002,13
11003,8
11011,4
11014,1
11018,4
11020,10
11027,1
11037,7
11038,15
11047,4
11054,14
11055,5
11060,4
11066,15
11067,15
11068,12
11075,2
11079,13
11081,11
11082,1
11085,1
11086,12
11089,12
11093,3
11099,13
11109,11
11113,13
11114,13
11120,5
11126,13
11129,11
11130,8
11134,12
11135,6
11137,3
11141,12
11142,6
11143,5
11146,6
11147,6
11152,2
11165,10
11168,8
11171,12
11173,10
11176,1
11181,5
11182,9
11187,1
11188,10
11190,6
11196,14
11199,2
11205,8
11207,14
11212,14
11218,5
11219,11
11222,9
11224,1
11227,4
11230,3
11232,14
11235,1
11240,8
11244,11
11251,6
